fold_id,asset,test_start_ts,test_end_ts,in_2022,n_test,sharpe_test
30,USDCHF,2010-05-14,2010-08-10,False,63,-3.2523
30,EURGBP,2010-05-14,2010-08-10,False,63,3.0013
30,EURJPY,2010-05-14,2010-08-10,False,63,-0.6379
31,EURUSD,2010-06-14,2010-09-08,False,63,2.3487
31,GBPUSD,2010-06-14,2010-09-08,False,63,-1.9447
31,USDJPY,2010-06-14,2010-09-08,False,63,3.3196
31,AUDUSD,2010-06-14,2010-09-08,False,63,-1.2201
31,USDCAD,2010-06-14,2010-09-08,False,63,-0.8187
31,USDCHF,2010-06-14,2010-09-08,False,63,-4.5736
31,EURGBP,2010-06-14,2010-09-08,False,63,3.44
31,EURJPY,2010-06-14,2010-09-08,False,63,1.5852
32,EURUSD,2010-07-13,2010-10-07,False,63,-1.3034
32,GBPUSD,2010-07-13,2010-10-07,False,63,-1.9447
32,USDJPY,2010-07-13,2010-10-07,False,63,2.6576
32,AUDUSD,2010-07-13,2010-10-07,False,63,-4.0642
32,USDCAD,2010-07-13,2010-10-07,False,63,-1.1252
32,USDCHF,2010-07-13,2010-10-07,False,63,-3.8975
32,EURGBP,2010-07-13,2010-10-07,False,63,3.1487
32,EURJPY,2010-07-13,2010-10-07,False,63,-0.4641
33,EURUSD,2010-08-11,2010-11-05,False,63,-2.9098
33,GBPUSD,2010-08-11,2010-11-05,False,63,-1.9447
33,USDJPY,2010-08-11,2010-11-05,False,63,1.5778
33,AUDUSD,2010-08-11,2010-11-05,False,63,-4.7822
33,USDCAD,2010-08-11,2010-11-05,False,63,-1.1862
33,USDCHF,2010-08-11,2010-11-05,False,63,-2.8414
33,EURGBP,2010-08-11,2010-11-05,False,63,2.3833
33,EURJPY,2010-08-11,2010-11-05,False,63,-0.1919
34,EURUSD,2010-09-09,2010-12-06,False,63,0.3958
34,GBPUSD,2010-09-09,2010-12-06,False,63,0.9586
34,USDJPY,2010-09-09,2010-12-06,False,63,2.2215
34,AUDUSD,2010-09-09,2010-12-06,False,63,-4.2578
34,USDCAD,2010-09-09,2010-12-06,False,63,-0.112
34,USDCHF,2010-09-09,2010-12-06,False,63,-2.0744
34,EURGBP,2010-09-09,2010-12-06,False,63,3.1045
34,EURJPY,2010-09-09,2010-12-06,False,63,-2.8498
35,EURUSD,2010-10-08,2011-01-04,False,63,2.1211
35,GBPUSD,2010-10-08,2011-01-04,False,63,1.7089
35,USDJPY,2010-10-08,2011-01-04,False,63,0.7368
35,AUDUSD,2010-10-08,2011-01-04,False,63,-2.0161
35,USDCAD,2010-10-08,2011-01-04,False,63,-0.3992
35,USDCHF,2010-10-08,2011-01-04,False,63,0.4979
35,EURGBP,2010-10-08,2011-01-04,False,63,-0.0441
35,EURJPY,2010-10-08,2011-01-04,False,63,-0.6442
36,EURUSD,2010-11-08,2011-02-02,False,63,0.1048
36,GBPUSD,2010-11-08,2011-02-02,False,63,3.1372
36,USDJPY,2010-11-08,2011-02-02,False,63,1.2594
36,AUDUSD,2010-11-08,2011-02-02,False,63,-1.806
36,USDCAD,2010-11-08,2011-02-02,False,63,0.0372
36,USDCHF,2010-11-08,2011-02-02,False,63,1.5139
36,EURGBP,2010-11-08,2011-02-02,False,63,0.1861
36,EURJPY,2010-11-08,2011-02-02,False,63,1.1888
37,EURUSD,2010-12-07,2011-03-03,False,63,-4.8315
37,GBPUSD,2010-12-07,2011-03-03,False,63,2.7794
37,USDJPY,2010-12-07,2011-03-03,False,63,-1.6412
37,AUDUSD,2010-12-07,2011-03-03,False,63,-0.283
37,USDCAD,2010-12-07,2011-03-03,False,63,-0.4843
37,USDCHF,2010-12-07,2011-03-03,False,63,4.154
37,EURGBP,2010-12-07,2011-03-03,False,63,-0.8448
37,EURJPY,2010-12-07,2011-03-03,False,63,3.4199
38,EURUSD,2011-01-05,2011-04-01,False,63,-5.315
38,GBPUSD,2011-01-05,2011-04-01,False,63,2.4924
38,USDJPY,2011-01-05,2011-04-01,False,63,2.0194
38,AUDUSD,2011-01-05,2011-04-01,False,63,1.1441
38,USDCAD,2011-01-05,2011-04-01,False,63,2.7373
38,USDCHF,2011-01-05,2011-04-01,False,63,2.686
38,EURGBP,2011-01-05,2011-04-01,False,63,0.4557
38,EURJPY,2011-01-05,2011-04-01,False,63,1.6805
39,EURUSD,2011-02-03,2011-05-02,False,63,-4.5246
39,GBPUSD,2011-02-03,2011-05-02,False,63,-1.7465
39,USDJPY,2011-02-03,2011-05-02,False,63,0.8796
39,AUDUSD,2011-02-03,2011-05-02,False,63,1.952
39,USDCAD,2011-02-03,2011-05-02,False,63,1.7825
39,USDCHF,2011-02-03,2011-05-02,False,63,-0.4175
39,EURGBP,2011-02-03,2011-05-02,False,63,0.9536
39,EURJPY,2011-02-03,2011-05-02,False,63,-0.6899
40,EURUSD,2011-03-04,2011-05-31,False,63,-2.2895
40,GBPUSD,2011-03-04,2011-05-31,False,63,-1.9882
40,USDJPY,2011-03-04,2011-05-31,False,63,1.8878
40,AUDUSD,2011-03-04,2011-05-31,False,63,1.2392
40,USDCAD,2011-03-04,2011-05-31,False,63,0.3812
40,USDCHF,2011-03-04,2011-05-31,False,63,-2.6626
